id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
114,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,7,7,3,7,0,0,0,7,18,0,1
115,0.68191,tcp,-,FIN,12,8,1250,730,27.862915,254,252,13444.58984,7496.59082,3,2,61.991815,80.685859,3044.285721,122.697836,255,3954727482,1344595080,255,0.165273,0.093576,0.071697,104,91,0,0,5,1,1,1,1,1,0,0,0,1,5,0,1
116,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,7,7,3,7,0,0,0,7,13,0,1
117,0.060978,tcp,-,FIN,46,48,2854,30622,1525.140236,31,29,366296.0313,3933877.75,7,17,1.347956,1.286574,0,74.261707,255,933521106,3093606151,255,0.00065,0.000506,0.000144,62,638,0,0,9,0,2,1,1,1,0,0,0,4,8,0,0
118,0.687551,tcp,http,FIN,10,10,828,1174,27.634313,62,252,8680.083008,12298.72363,2,2,76.394556,69.796,4678.720973,120.748227,255,624962339,3526329312,255,0.132227,0.058346,0.073881,83,117,1,136,6,1,2,2,1,8,0,0,1,2,6,0,0
119,0.798423,tcp,-,FIN,10,8,564,354,21.291972,254,252,5090.033691,3106.123047,2,1,88.713667,102.51557,6524.417742,154.564844,255,228804291,3961834195,255,0.128299,0.061949,0.06635,56,44,0,0,1,1,1,1,1,1,0,0,0,10,1,0,1
120,1.399584,tcp,http,FIN,10,10,844,1904,13.575462,62,252,4344.147949,9797.196289,2,2,155.388778,141.370328,9285.643154,229.466141,255,2267649362,528407386,255,0.212182,0.127241,0.084941,84,190,1,485,1,1,1,1,1,1,0,0,1,3,1,0,1
121,9.00E-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,39,0,0,0,13,2,1,2,1,3,0,0,0,4,3,0,0
122,9.00E-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,52,0,0,0,5,2,4,1,1,4,0,0,0,1,11,0,0
123,0.858001,tcp,http,FIN,10,8,1152,354,19.813497,254,252,9668.986328,2890.439453,2,1,91.357111,105.179859,5717.543847,165.125375,255,1232195171,3781984237,255,0.220936,0.121732,0.099204,115,44,1,0,1,1,2,1,1,1,0,0,1,2,1,0,1
124,3.116818,tcp,smtp,FIN,84,30,86966,2268,36.254925,62,252,220560.8438,5628.817871,39,8,37.552024,104.527102,3608.979879,153.961797,255,114856305,401722822,255,0.132207,0.069581,0.062626,1035,76,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
125,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,17,17,17,38,0,0,0,18,38,0,1
126,1.00E-05,udp,-,INT,2,0,566,0,100000.0025,254,0,226400000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,283,0,0,0,12,2,12,12,1,12,0,0,0,12,12,0,1
127,0.75206,tcp,http,FIN,10,10,850,1192,25.263942,62,252,8137.648438,11413.9834,2,2,83.461444,74.878891,5408.402365,121.882734,255,4097904526,3463106882,255,0.114377,0.078146,0.036231,85,119,1,132,4,1,1,1,1,3,0,0,1,1,3,0,0
128,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,11,11,11,29,0,0,0,11,29,0,1
129,1.090032,tcp,-,FIN,10,8,534,354,15.595873,254,252,3530.171631,2275.162598,2,1,121.012667,143.582422,6731.067402,273.151094,255,2928310992,1566634792,255,0.139096,0.084952,0.054144,53,44,0,0,1,1,2,1,1,1,0,0,0,1,1,0,0
130,0.001218,udp,dns,CON,2,2,130,162,2463.054266,31,29,426929.4063,532019.75,0,0,0.034,0.01,0,0,0,0,0,0,0,0,0,65,81,0,0,5,0,9,1,1,1,0,0,0,3,2,0,0
131,0.035928,tcp,-,FIN,48,50,2958,32368,2699.84415,31,29,645067.9375,7063237.5,7,18,0.757319,0.720612,55.736102,52.122109,255,853651432,2999336519,255,0.000765,0.000612,0.000153,62,647,0,0,5,0,4,1,1,2,0,0,0,3,11,0,0
132,0.427704,tcp,-,FIN,32,12,25190,642,100.536818,254,252,456446.5,11016.96484,13,3,13.593323,38.232453,1045.277206,51.480828,255,372591149,2858838413,255,0.052234,0.007139,0.045095,787,54,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
133,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,6,6,3,6,0,0,0,7,14,0,1
134,0.510056,tcp,-,FIN,10,6,570,268,29.408534,254,252,8046.174805,3513.3396,2,1,54.680333,93.004,2881.418903,144.759453,255,1713579053,3196723023,255,0.091772,0.045027,0.046745,57,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
135,1.43694,tcp,-,FIN,14,12,774,642,17.398083,254,252,4002.950928,3279.190674,4,3,107.286459,120.045,6487.72796,178.791125,255,2580731858,2125366351,255,0.220852,0.116444,0.104408,55,54,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0
136,0.009079,tcp,-,FIN,36,38,2334,16290,8040.533115,31,29,2000220.25,13976870,7,12,0.249371,0.228703,0,13.193316,255,3722445614,1573154828,255,0.000747,0.000613,0.000134,65,429,0,0,10,0,4,1,1,2,0,0,0,4,6,0,0
137,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,35,35,22,35,0,0,0,35,35,0,1
138,3.00E-06,udp,-,INT,2,0,1064,0,333333.3215,254,0,1418666624,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,532,0,0,0,6,2,2,2,1,6,0,0,0,3,6,0,0
139,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,15,15,9,20,0,0,0,15,20,0,1
140,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,1
141,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,8,2,3,3,3,3,0,0,0,3,8,0,1
142,8.00E-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,1
143,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,38,38,22,40,0,0,0,38,40,0,1
144,5.00E-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,1,1,5,0,0,0,1,5,0,1
145,9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,1
146,0.598991,tcp,-,FIN,10,6,646,268,25.042113,254,252,7773.071777,2991.697754,2,1,64.593444,97.609602,3364.452811,154.455172,255,3535540794,3581217122,255,0.193448,0.110938,0.08251,65,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
147,0.00102,udp,dns,CON,2,2,146,178,2941.176566,31,29,572549.0625,698039.25,0,0,0.01,0.002,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,5,1,1,1,0,0,0,1,4,0,0
148,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,37,2,37,37,19,37,0,0,0,37,37,0,1
149,0.005074,tcp,-,FIN,24,20,2158,1918,8474.576294,31,29,3262120.5,2874261,6,5,0.220609,0.226368,13.206037,13.644102,255,201395146,201727802,255,0.000756,0.000625,0.000131,90,96,0,0,7,0,3,2,1,1,0,0,0,2,12,0,0
150,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,18,18,18,25,0,0,0,18,25,0,1
151,0.002374,udp,dns,CON,2,2,132,164,1263.690019,31,29,222409.4375,276326.875,0,0,0.011,0.004,0,0,0,0,0,0,0,0,0,66,82,0,0,3,0,3,1,1,1,0,0,0,6,1,0,0
152,2.00E-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,4,4,4,4,0,0,0,5,10,0,1
153,0.36177,tcp,http,FIN,12,10,1324,2346,58.04793,62,252,26845.78516,46703.70703,3,3,32.88818,39.352223,1600.620118,52.349551,255,2278447962,3393640276,255,0.056375,0.006154,0.050221,110,235,1,114,1,1,2,1,1,1,0,0,1,1,2,0,1
154,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,3,2,4,3,3,3,0,0,0,3,3,0,1
155,3.00E-06,iso-tp4,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,3,2,2,4,0,0,0,3,4,0,1
156,0.044573,tcp,-,FIN,96,98,5486,92746,4329.975394,31,29,974401.5,16476342,7,42,0.465411,0.45366,0,23.614265,255,3670770599,1541542036,255,0.000721,0.000564,0.000157,57,946,0,0,13,0,2,1,1,1,0,0,0,5,4,0,0
157,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,47,2,43,43,18,47,0,0,0,43,47,0,1
158,0.98423,tcp,-,FIN,10,6,756,268,15.24034,254,252,5535.291504,1820.712646,2,1,109.358889,164.038,6583.969139,313.309062,255,2566072516,1179361968,255,0.192925,0.095814,0.097111,76,45,0,0,3,1,2,1,1,1,0,0,0,1,6,0,1
159,1.07703,tcp,smtp,FIN,32,20,17373,1670,47.352444,62,252,125017.8828,11787.97266,13,8,34.742902,54.836156,2561.448054,96.393359,255,1125942386,803940335,255,0.084186,0.031466,0.05272,543,84,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
160,0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.708,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
161,0.875499,tcp,-,FIN,10,8,2516,354,19.417498,254,252,20696.76758,2832.670166,2,1,93.886444,112.832289,5978.794916,157.570297,255,2778484418,2044276576,255,0.126678,0.085665,0.041013,252,44,0,0,6,1,2,1,1,2,0,0,0,4,3,0,0
162,0.877432,tcp,ssh,FIN,38,12,42778,564,55.844784,254,252,379771.875,4713.755859,16,2,22.445622,68.42882,2196.179501,95.379812,255,1611873261,2324458064,255,0.233617,0.124713,0.108904,1126,47,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
163,1.00E-05,vmtp,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,1
164,0.470918,tcp,-,FIN,10,8,1058,354,36.099703,254,252,16189.65527,5266.30957,2,1,51.260222,60.726715,3462.507871,107.318273,255,3993354964,1057046846,255,0.090516,0.04582,0.044696,106,44,0,0,11,1,3,1,1,3,0,0,0,3,9,0,1
165,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,22,2,9,9,9,22,0,0,0,9,22,0,1
166,5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,37,2,37,37,19,37,0,0,0,37,37,0,1
167,0.130663,sctp,-,CON,2,2,152,82,22.959829,254,60,4653.191895,2510.274658,0,0,0.007,0.009,0,0,0,0,0,0,0,0,0,76,41,0,0,9,3,2,2,2,2,0,0,0,2,8,0,1
168,1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,15,2,1,1,1,1,0,0,0,1,15,0,1
169,5.00E-06,sat-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,19,2,4,4,4,4,0,0,0,5,18,0,1
170,0.226049,udp,-,CON,4,4,528,304,30.966736,31,29,14014.66016,8069.046875,0,0,70.348664,7.637333,99.475313,10.796578,0,0,0,0,0,0,0,132,76,0,0,4,0,4,1,1,3,0,0,0,3,14,0,0
171,0.567125,tcp,http,FIN,10,8,784,1844,29.975754,62,252,9959.00293,22767.4668,2,2,63.013889,63.522145,3324.180761,101.184641,255,980451192,760235716,255,0.128576,0.07084,0.057736,78,231,1,510,1,1,1,1,1,1,0,0,1,2,1,0,1
172,8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,15,2,4,4,4,4,0,0,0,4,15,0,1
173,1.913166,tcp,-,FIN,10,8,586,354,8.885794,254,252,2207.858643,1296.28064,2,1,206.928667,257.365719,12523.72062,397.031594,255,2723474360,532118720,255,0.164951,0.111605,0.053346,59,44,0,0,5,1,1,1,1,1,0,0,0,3,1,0,0
174,1.596081,tcp,-,FIN,16,14,1366,1306,18.169504,254,252,6420.726562,6079.89209,4,5,106.405397,115.814769,5703.339206,6483.502239,255,3001923098,967378723,255,0.149484,0.090056,0.059428,85,93,0,0,6,1,1,3,1,2,0,0,0,4,2,0,0
175,2.00E-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,40,40,25,40,0,0,0,40,40,0,1
176,1.00E-06,tcp,-,REQ,2,0,90,0,1000000.003,254,0,360000000,0,1,0,0.001,0,0,0,255,0,0,0,0,0,0,45,0,0,0,10,6,1,1,1,8,0,0,0,1,7,0,0
177,0.329235,tcp,ftp-data,FIN,8,12,424,8824,57.709541,31,29,9014.837891,196552.625,1,4,46.982714,29.878728,2780.264659,2209.738736,255,277289224,892967184,255,0.000715,0.000565,0.00015,53,735,0,0,2,0,2,1,1,2,0,0,0,3,2,0,0
178,5.00E-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,52,0,0,0,4,2,2,1,1,3,0,0,0,1,14,0,0
179,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,15,15,10,33,0,0,0,15,33,0,1
180,9.00E-06,ax.25,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,1
181,1.244202,ospf,-,INT,28,0,3024,0,21.700656,254,0,18749.36719,0,0,0,46.081555,0,57.727293,0,0,0,0,0,0,0,0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
182,6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,15,15,15,34,0,0,0,16,34,0,1
183,0.184412,tcp,http,FIN,10,6,884,268,81.339608,254,252,34531.375,9717.37207,2,1,18.927222,35.686398,1016.023945,61.339641,255,2257531987,2149602603,255,0.052059,0.005971,0.046088,88,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
184,0.018414,tcp,-,FIN,16,18,1540,1644,1792.114691,31,29,627348.75,674704,4,4,1.2066,1.055882,74.207804,2.013374,255,4041104529,1901637266,255,0.000583,0.000457,0.000126,96,91,0,0,19,0,9,7,1,7,0,0,0,12,10,0,0
185,0.717721,tcp,smtp,FIN,22,20,6334,1642,57.125263,62,252,67402.23438,17388.37305,8,8,34.17719,37.181578,1769.262317,45.203543,255,1177109356,513744090,255,0.05398,0.0074,0.04658,288,82,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
186,3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,1
187,0.600981,tcp,-,FIN,10,12,794,4338,34.942869,62,252,9517.771484,52940.10938,2,3,66.775667,50.324183,4176.315984,3796.239074,255,4236405630,2222423734,255,0.089999,0.046732,0.043267,79,362,0,0,2,1,3,1,1,1,0,0,0,1,4,0,1
188,3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,27,2,12,12,12,27,0,0,0,12,27,0,1
189,1.10E-05,udp,-,INT,2,0,1360,0,90909.0902,254,0,494545440,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,680,0,0,0,5,2,3,3,1,3,0,0,0,3,5,0,1
190,8.00E-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000,0,1,0,0.008,0,0,0,255,0,0,0,0,0,0,45,0,0,0,5,6,3,1,1,5,0,0,0,3,5,0,0
191,4.00E-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,532,0,0,0,32,2,7,7,1,32,0,0,0,7,32,0,0
192,0.795752,tcp,-,FIN,14,6,6830,268,23.876786,254,252,63768.61328,2251.958008,4,1,61.211691,139.632594,3862.506216,233.517594,255,1564603314,1956717315,255,0.142081,0.096965,0.045116,488,45,0,0,2,1,1,1,1,1,0,0,0,8,1,0,1
193,1.122262,tcp,-,FIN,10,8,2516,354,15.147978,254,252,16145.96191,2209.822754,2,1,119.259778,147.342719,7119.6438,202.45975,255,583975874,868264437,255,0.130256,0.090857,0.039399,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
194,0.022558,tcp,smtp,FIN,52,42,37178,3380,4122.705925,31,29,12931643,1170316.5,18,8,0.435529,0.536756,23.499903,0.957867,255,12088413,2162720385,255,0.000725,0.000548,0.000177,715,80,0,0,1,0,7,1,1,3,0,0,0,4,2,0,0
195,3.00E-06,udp,-,INT,2,0,152,0,333333.3215,29,0,202666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,76,0,0,0,2,0,2,1,1,2,0,0,0,2,2,0,0
196,3.00E-06,fire,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,13,2,7,6,6,7,0,0,0,10,11,0,1
197,8.00E-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,52,0,0,0,11,2,1,1,1,2,0,0,0,1,2,0,0
198,0.235629,tcp,ftp-data,FIN,8,12,424,8824,80.635233,31,29,12596.07227,274635.125,1,4,33.500714,21.371091,2291.266062,1746.917686,255,4070720091,4194881897,255,0.000679,0.000543,0.000136,53,735,0,0,3,0,9,1,1,3,0,0,0,5,3,0,0
199,1.184386,tcp,-,FIN,10,8,564,354,14.353429,254,252,3431.313721,2093.911865,2,1,128.361556,159.262719,7490.324479,258.940969,255,2968147749,2503363655,255,0.138318,0.069538,0.06878,56,44,0,0,1,1,18,1,1,18,0,0,0,18,1,0,1
200,6.872689,tcp,pop3,FIN,74,376,3286,476223,65.331054,62,252,3773.777832,552863.125,7,184,94.146425,18.019575,5408.243085,2219.48952,255,1771515923,4183256782,255,0.159074,0.092211,0.066863,44,1267,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
201,1.857271,tcp,-,FIN,10,8,814,354,9.153215,254,252,3157.320801,1335.29248,2,1,201.391333,254.239578,11920.28805,441.582781,255,3945415004,4017868379,255,0.181627,0.077587,0.10404,81,44,0,0,3,1,1,1,1,2,0,0,0,2,3,0,0
202,8.00E-06,pipe,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
203,0.774852,tcp,ftp,FIN,14,12,750,682,32.264227,254,252,7196.213379,6463.169922,4,4,58.729385,63.554637,3044.340757,85.01193,255,2389989475,1941166601,255,0.147611,0.075748,0.071863,54,57,0,0,2,1,1,1,1,2,1,1,0,2,2,0,0
204,2.00E-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,57,0,0,0,32,2,18,18,18,32,0,0,0,18,32,0,1
205,7.00E-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,3,3,3,3,0,0,0,3,14,0,1
206,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,9,7,4,8,0,0,0,8,10,0,1
207,0.5516,tcp,http,FIN,10,10,816,1136,34.445251,62,252,10659.89844,14836.83887,2,2,61.288889,47.225,3930.485913,100.656703,255,4228639365,1229727421,255,0.130558,0.097064,0.033494,82,114,1,123,3,1,2,2,1,3,0,0,1,2,3,0,0
208,3.00E-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,9,5,0,1
209,1.10E-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,4,4,4,4,0,0,0,4,14,0,1
210,1.10E-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,16,2,4,4,4,4,0,0,0,11,16,0,1
211,0.691454,tcp,-,FIN,32,12,27096,642,62.187796,254,252,303707.8438,6814.625488,13,3,21.450065,56.444637,1552.876335,68.309555,255,2110764547,75188284,255,0.121183,0.070558,0.050625,847,54,0,0,4,1,2,2,1,4,0,0,0,2,4,0,0
212,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,28,2,7,7,7,28,0,0,0,7,28,0,1
213,9.00E-06,encap,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,1
214,9.625629,tcp,http,FIN,10,10,844,1866,1.973897,62,252,631.647034,1396.272339,2,2,1069.514333,1061.11625,75399.71662,2188.39925,255,1310941054,1471340078,255,0.154437,0.07477,0.079667,84,187,1,464,1,1,1,1,1,1,0,0,1,3,1,0,1
215,4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
216,0.046488,tcp,ftp-data,FIN,6,8,320,1828,279.642069,31,29,45947.34375,275339.875,1,2,9.2288,6.562571,642.000285,15.689196,255,3019511575,3030979502,255,0.00073,0.000547,0.000183,53,229,0,0,3,0,2,1,1,1,0,0,0,2,3,0,0
217,1.216446,tcp,-,FIN,12,10,996,804,17.263404,254,252,6004.376465,4761.411133,3,2,106.722092,124.144336,6678.341332,186.110375,255,4195539855,2258473309,255,0.188028,0.09914,0.088888,83,80,0,0,3,1,1,1,1,1,0,0,0,2,2,0,1
218,9.00E-06,merit-inp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,1,1,3,0,0,0,3,3,0,1
219,0.344081,tcp,http,FIN,16,52,1100,62715,194.721584,62,252,23994.34961,1430105,2,24,22.938733,6.498549,1157.262804,831.016265,255,3798878702,2547440895,255,0.052401,0.0071,0.045301,69,1206,1,109,1,1,1,1,1,1,0,0,1,1,1,0,1
220,0.286972,tcp,-,FIN,16,18,1540,1644,114.993803,31,29,40254.80078,43293.42578,4,4,19.111266,16.847824,1108.525665,32.185105,255,869764588,888666558,255,0.000675,0.000549,0.000126,96,91,0,0,26,0,7,7,1,6,0,0,0,12,9,0,0
221,1.10E-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
222,0.553317,tcp,http,FIN,10,10,828,4378,34.338362,62,252,10785.86035,56979.99219,2,3,61.479667,59.163556,3640.284195,4406.365375,255,2428794409,3595553822,255,0.073286,0.019567,0.053719,83,438,1,1721,1,1,1,1,1,1,0,0,1,1,1,0,1
223,8.00E-06,prm,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
224,9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,1
225,0.325775,tcp,-,FIN,16,18,1540,1644,101.296908,31,29,35460.05859,38136.75,4,4,21.697867,19.132471,1314.797145,39.890902,255,4184378900,4211672463,255,0.000666,0.000513,0.000153,96,91,0,0,18,0,9,5,1,5,0,0,0,11,22,0,0
226,0.396445,tcp,-,CON,6,2,998,86,17.656926,62,252,16789.21484,867.711792,2,1,79.289,0.003,3965.582585,0,255,3849958319,4019188999,255,0.204551,0.122331,0.08222,166,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,0
227,56.325111,tcp,-,FIN,184,36,222832,1568,3.888141,254,252,31477.39844,216.599655,259,1,307.670181,1606.394,126087.0372,8995.007,255,2371537608,3633926212,255,0.150745,0.101325,0.04942,1211,44,0,0,4,1,2,2,2,2,0,0,0,3,3,0,1
228,1.10E-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,532,0,0,0,26,2,8,8,1,26,0,0,0,8,26,0,0
229,8.00E-06,udp,-,INT,2,0,78,0,125000.0003,254,0,39000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,39,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,0
230,9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,35,35,15,36,0,0,0,35,36,0,1
